translated_text,Product Review,stopword_text,tokenised_text,normalise_text,stemming_text,lemma_text,POS_Tags,Sentiment_Rating
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,4,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,3,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Neutral
,2,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
,5,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Positive
,1,nan,['nan'],['nan'],nan,nan,"[('nan', 'NN')]",Negative
Kurta shirts are in good condition but pull there,3,Kurta shirts good condition pull,"['Kurta', 'shirts', 'are', 'in', 'good', 'condition', 'but', 'pull', 'there']","['Kurta', 'shirts', 'are', 'in', 'good', 'condition', 'but', 'pull', 'there']",kurta shirts are in good condition but pull there,Kurta shirt are in good condition but pull there,"[('Kurta', 'NNP'), ('shirt', 'NN'), ('are', 'VBP'), ('in', 'IN'), ('good', 'JJ'), ('condition', 'NN'), ('but', 'CC'), ('pull', 'NN'), ('there', 'RB')]",Neutral
The right sizing is right I feel like a high school dress ExpressionFlessFace,2,right sizing right feel like high school dress ExpressionFlessFace,"['The', 'right', 'sizing', 'is', 'right', 'I', 'feel', 'like', 'a', 'high', 'school', 'dress', 'ExpressionFlessFace']","['The', 'right', 'sizing', 'is', 'right', 'I', 'feel', 'like', 'a', 'high', 'school', 'dress', 'ExpressionFlessFace']",the right sizing is right i feel like a high school dress expressionflessface,The right sizing is right I feel like a high school dress ExpressionFlessFace,"[('The', 'DT'), ('right', 'JJ'), ('sizing', 'NN'), ('is', 'VBZ'), ('right', 'JJ'), ('I', 'PRP'), ('feel', 'VBP'), ('like', 'IN'), ('a', 'DT'), ('high', 'JJ'), ('school', 'NN'), ('dress', 'NN'), ('ExpressionFlessFace', 'NN')]",Negative
Kurta shirt I was torn before wearing the direct quality of facewithrollingeyes,2,Kurta shirt torn wearing direct quality facewithrollingeyes,"['Kurta', 'shirt', 'I', 'was', 'torn', 'before', 'wearing', 'the', 'direct', 'quality', 'of', 'facewithrollingeyes']","['Kurta', 'shirt', 'I', 'was', 'torn', 'before', 'wearing', 'the', 'direct', 'quality', 'of', 'facewithrollingeyes']",kurta shirt i was torn before wearing the direct quality of facewithrollingeyes,Kurta shirt I wa torn before wearing the direct quality of facewithrollingeyes,"[('Kurta', 'NNP'), ('shirt', 'NN'), ('I', 'PRP'), ('wa', 'VBP'), ('torn', 'JJ'), ('before', 'IN'), ('wearing', 'VBG'), ('the', 'DT'), ('direct', 'JJ'), ('quality', 'NN'), ('of', 'IN'), ('facewithrollingeyes', 'NNS')]",Negative
Beautiful fabric delivery Thank you Seller is still waiting for 2 shirts for a late post out of this one from this one,5,Beautiful fabric delivery Thank Seller still waiting 2 shirts late post one one,"['Beautiful', 'fabric', 'delivery', 'Thank', 'you', 'Seller', 'is', 'still', 'waiting', 'for', '2', 'shirts', 'for', 'a', 'late', 'post', 'out', 'of', 'this', 'one', 'from', 'this', 'one']","['Beautiful', 'fabric', 'delivery', 'Thank', 'you', 'Seller', 'is', 'still', 'waiting', 'for', '2', 'shirts', 'for', 'a', 'late', 'post', 'out', 'of', 'this', 'one', 'from', 'this', 'one']",beautiful fabric delivery thank you seller is still waiting for 2 shirts for a late post out of this one from this one,Beautiful fabric delivery Thank you Seller is still waiting for 2 shirt for a late post out of this one from this one,"[('Beautiful', 'NNP'), ('fabric', 'JJ'), ('delivery', 'NN'), ('Thank', 'NNP'), ('you', 'PRP'), ('Seller', 'NNP'), ('is', 'VBZ'), ('still', 'RB'), ('waiting', 'VBG'), ('for', 'IN'), ('2', 'CD'), ('shirt', 'NN'), ('for', 'IN'), ('a', 'DT'), ('late', 'JJ'), ('post', 'NN'), ('out', 'IN'), ('of', 'IN'), ('this', 'DT'), ('one', 'CD'), ('from', 'IN'), ('this', 'DT'), ('one', 'CD')]",Positive
Safe clothes landed beautiful and tasty fabric in the friendly seller of Abg J T's fast,5,Safe clothes landed beautiful tasty fabric friendly seller Abg J 's fast,"['Safe', 'clothes', 'landed', 'beautiful', 'and', 'tasty', 'fabric', 'in', 'the', 'friendly', 'seller', 'of', 'Abg', 'J', 'T', ""'s"", 'fast']","['Safe', 'clothes', 'landed', 'beautiful', 'and', 'tasty', 'fabric', 'in', 'the', 'friendly', 'seller', 'of', 'Abg', 'J', 'T', ""'s"", 'fast']",safe clothes landed beautiful and tasty fabric in the friendly seller of abg j t s fast,Safe clothes landed beautiful and tasty fabric in the friendly seller of Abg J T 's fast,"[('Safe', 'JJ'), ('clothes', 'NNS'), ('landed', 'VBD'), ('beautiful', 'JJ'), ('and', 'CC'), ('tasty', 'JJ'), ('fabric', 'NN'), ('in', 'IN'), ('the', 'DT'), ('friendly', 'JJ'), ('seller', 'NN'), ('of', 'IN'), ('Abg', 'NNP'), ('J', 'NNP'), ('T', 'NNP'), (""'s"", 'POS'), ('fast', 'NN')]",Positive
Beautiful Post Shirts in 4hri Quality Okay la thank you zanyface zanyface zanyface zanyface seller zanyface seller zanyface zanyface,5,Beautiful Post Shirts 4hri Quality Okay la thank zanyface zanyface zanyface zanyface seller zanyface seller zanyface zanyface,"['Beautiful', 'Post', 'Shirts', 'in', '4hri', 'Quality', 'Okay', 'la', 'thank', 'you', 'zanyface', 'zanyface', 'zanyface', 'zanyface', 'seller', 'zanyface', 'seller', 'zanyface', 'zanyface']","['Beautiful', 'Post', 'Shirts', 'in', '4hri', 'Quality', 'Okay', 'la', 'thank', 'you', 'zanyface', 'zanyface', 'zanyface', 'zanyface', 'seller', 'zanyface', 'seller', 'zanyface', 'zanyface']",beautiful post shirts in 4hri quality okay la thank you zanyface zanyface zanyface zanyface seller zanyface seller zanyface zanyface,Beautiful Post Shirts in 4hri Quality Okay la thank you zanyface zanyface zanyface zanyface seller zanyface seller zanyface zanyface,"[('Beautiful', 'JJ'), ('Post', 'NNP'), ('Shirts', 'NNP'), ('in', 'IN'), ('4hri', 'CD'), ('Quality', 'NNP'), ('Okay', 'NNP'), ('la', 'NNP'), ('thank', 'IN'), ('you', 'PRP'), ('zanyface', 'VBP'), ('zanyface', 'JJ'), ('zanyface', 'NN'), ('zanyface', 'NN'), ('seller', 'NN'), ('zanyface', 'NN'), ('seller', 'NN'), ('zanyface', 'NN'), ('zanyface', 'NN')]",Positive
Safe to thank you yes size is the same as in the measurement chart,5,Safe thank yes size measurement chart,"['Safe', 'to', 'thank', 'you', 'yes', 'size', 'is', 'the', 'same', 'as', 'in', 'the', 'measurement', 'chart']","['Safe', 'to', 'thank', 'you', 'yes', 'size', 'is', 'the', 'same', 'as', 'in', 'the', 'measurement', 'chart']",safe to thank you yes size is the same as in the measurement chart,Safe to thank you yes size is the same a in the measurement chart,"[('Safe', 'JJ'), ('to', 'TO'), ('thank', 'VB'), ('you', 'PRP'), ('yes', 'JJR'), ('size', 'NN'), ('is', 'VBZ'), ('the', 'DT'), ('same', 'JJ'), ('a', 'DT'), ('in', 'IN'), ('the', 'DT'), ('measurement', 'NN'), ('chart', 'NN')]",Positive
Good packaging and good items Safe no damage and plastic leaks in video wrap no good and soft cloth,5,Good packaging good items Safe damage plastic leaks video wrap good soft cloth,"['Good', 'packaging', 'and', 'good', 'items', 'Safe', 'no', 'damage', 'and', 'plastic', 'leaks', 'in', 'video', 'wrap', 'no', 'good', 'and', 'soft', 'cloth']","['Good', 'packaging', 'and', 'good', 'items', 'Safe', 'tidak', 'damage', 'and', 'plastic', 'leaks', 'in', 'video', 'wrap', 'tidak', 'good', 'and', 'soft', 'cloth']",good packaging and good items safe tidak damage and plastic leaks in video wrap tidak good and soft cloth,Good packaging and good item Safe tidak damage and plastic leak in video wrap tidak good and soft cloth,"[('Good', 'JJ'), ('packaging', 'NN'), ('and', 'CC'), ('good', 'JJ'), ('item', 'NN'), ('Safe', 'NNP'), ('tidak', 'NN'), ('damage', 'NN'), ('and', 'CC'), ('plastic', 'NN'), ('leak', 'NN'), ('in', 'IN'), ('video', 'JJ'), ('wrap', 'NN'), ('tidak', 'NN'), ('good', 'JJ'), ('and', 'CC'), ('soft', 'JJ'), ('cloth', 'NN')]",Positive
Size 3 4 Ok All Beautiful Sewing Shirts Size 1 2 Sewing neat but there is a bit of stainless steel shirt now,5,Size 3 4 Ok Beautiful Sewing Shirts Size 1 2 Sewing neat bit stainless steel shirt,"['Size', '3', '4', 'Ok', 'All', 'Beautiful', 'Sewing', 'Shirts', 'Size', '1', '2', 'Sewing', 'neat', 'but', 'there', 'is', 'a', 'bit', 'of', 'stainless', 'steel', 'shirt', 'now']","['Size', '3', '4', 'Ok', 'All', 'Beautiful', 'Sewing', 'Shirts', 'Size', '1', '2', 'Sewing', 'neat', 'but', 'there', 'is', 'a', 'bit', 'of', 'stainless', 'steel', 'shirt', 'now']",size 3 4 ok all beautiful wing shirts size 1 2 wing neat but there is a bit of stainless steel shirt now,Size 3 4 Ok All Beautiful Sewing Shirts Size 1 2 Sewing neat but there is a bit of stainless steel shirt now,"[('Size', 'VB'), ('3', 'CD'), ('4', 'CD'), ('Ok', 'NNP'), ('All', 'NNP'), ('Beautiful', 'NNP'), ('Sewing', 'NNP'), ('Shirts', 'NNP'), ('Size', 'NNP'), ('1', 'CD'), ('2', 'CD'), ('Sewing', 'VBG'), ('neat', 'NN'), ('but', 'CC'), ('there', 'EX'), ('is', 'VBZ'), ('a', 'DT'), ('bit', 'NN'), ('of', 'IN'), ('stainless', 'JJ'), ('steel', 'NN'), ('shirt', 'NN'), ('now', 'RB')]",Positive
Perfect delivery is very fast quality fabric even best 1 year 11 months amicable size 1 2 fit² respondent seller is fast,5,Perfect delivery fast quality fabric even best 1 year 11 months amicable size 1 2 fit² respondent seller fast,"['Perfect', 'delivery', 'is', 'very', 'fast', 'quality', 'fabric', 'even', 'best', '1', 'year', '11', 'months', 'amicable', 'size', '1', '2', 'fit²', 'respondent', 'seller', 'is', 'fast']","['Perfect', 'delivery', 'is', 'very', 'fast', 'quality', 'fabric', 'even', 'best', '1', 'year', '11', 'months', 'amicable', 'size', '1', '2', 'fit²', 'respondent', 'seller', 'is', 'fast']",perfect delivery is very fast quality fabric even best 1 year 11 months amicable size 1 2 fit respondent seller is fast,Perfect delivery is very fast quality fabric even best 1 year 11 month amicable size 1 2 fit² respondent seller is fast,"[('Perfect', 'JJ'), ('delivery', 'NN'), ('is', 'VBZ'), ('very', 'RB'), ('fast', 'JJ'), ('quality', 'NN'), ('fabric', 'RB'), ('even', 'RB'), ('best', 'JJS'), ('1', 'CD'), ('year', 'NN'), ('11', 'CD'), ('month', 'NN'), ('amicable', 'JJ'), ('size', 'NN'), ('1', 'CD'), ('2', 'CD'), ('fit²', 'JJ'), ('respondent', 'NN'), ('seller', 'NN'), ('is', 'VBZ'), ('fast', 'JJ')]",Positive
